"","date","user_location","text","dat"
"5729","13-09-2020 08:50","Peaceful!","@LogicalIndians 🙋

It's litmus test for all aspirant's, I'm sure they will emerge winners by Almighty Grace! 

I co… https://t.co/oXjYdY8dEs",2020-09-13
"5730","13-09-2020 08:46","abz yyc las","Why are you @realDonaldTrump pushing an early October vaccine for a virus that’s a democratic hoax? 

#Covid19… https://t.co/DYvTfk8ED6",2020-09-13
"5731","13-09-2020 08:42","Mumbai","Here's the latest update on @SerumInstIndia's COVID19 Vaccine trial ⬇️ 

#CoronavirusIndia #COVIDVaccine… https://t.co/yWdeaogRbN",2020-09-13
"5732","13-09-2020 08:31","New Delhi, India","As Big Pharma Players Race Against Time for Covid-19 Vaccine, Here's When it May Actually Reach Us #CovidVaccine… https://t.co/tvAJ3VY9yk",2020-09-13
"5733","13-09-2020 08:24"," Briton","If you believe our Individual Rights and Freedoms are available to be used as a carrot and Mandatory Vaccinations a… https://t.co/AGQtADeBFV",2020-09-13
"5734","13-09-2020 08:07","Panama","New worrying findings from @TheLancet ... In many countries, more and more people don't believe vaccines are safe/i… https://t.co/oAl3JtRc7i",2020-09-13
"5735","13-09-2020 07:54","Mumbai","Missed out on all the Pharma 💊💉 related news last week? Don't worry, we have you covered 🤗 @viswanath_pilla brings… https://t.co/uOcT92YwVa",2020-09-13
"5736","13-09-2020 07:08","Wales, UK","surely it's an adverse event (temporal correlation) at this point. adverse reaction implies causality and spreads u… https://t.co/QojPludx74",2020-09-13
"5737","13-09-2020 07:05","Bhavnagar, India","There is an discussion going on in one of my WhatsApp group estimating the delivery of vaccine, so they can book th… https://t.co/UC4UZ1YCUJ",2020-09-13
"5738","13-09-2020 06:41","🇺🇸 In the trenches 4 Freedom","@IvankaTrump @C777Joaly Please don’t take the #CovidVaccine",2020-09-13
"5739","13-09-2020 06:21","Kolkata","UK vaccines receive a green signal after being put on hold. Here’s a rundown of what happened this past week.… https://t.co/lXjZpBhef7",2020-09-13
"5740","13-09-2020 06:07","Los Angeles, CA","Qorintiym Ri'Shon - 1 Corinthians 3:16-17

16Know ye not that ye are the Temple of Elohiym, and that the Ruach Eloh… https://t.co/YSiZKM5tPv",2020-09-13
"5741","13-09-2020 05:06","Qatar","Read today's edition of The Peninsula (September 13) for latest updates on #Qatar #COVID19 #MiddleEast… https://t.co/SGaOE85ZbH",2020-09-13
"5742","13-09-2020 04:55","Hawaii, USA","Yes👏🏻👏🏻👏🏻We are to be hold responsible if we don’t #WearMasks #MaintainSocialDistance #AvoidCrowds #StayHome 

I’m… https://t.co/kjXRgd5Umu",2020-09-13
"5743","13-09-2020 04:12","Corio, Geelong","Don’t be a selfish and misinformed person.
When the #CovidVaccine becames available to you...#GetTheJab!!!!… https://t.co/xh1STaNRbe",2020-09-13
"5744","13-09-2020 04:06","Bhopal","AstraZeneca resumes Covid vaccine trials in UK
Read More............
#AstraZeneca #oxfordvaccine… https://t.co/vbH5AU74uQ",2020-09-13
"5745","13-09-2020 03:29","Riverside,CA","I’m a week past my second Pfizer COViD vaccine shot. Feeling great. Had a very small amount of arm pain. Happy to a… https://t.co/ajOTYzVhjf",2020-09-13
"5746","13-09-2020 02:55","Global","If steve jobs did not happen, we would still use feature phones. Respect others privacy. #nanochip… https://t.co/Ew6cUh7T81",2020-09-13
"5747","13-09-2020 02:37","New Delhi, India","#SerumInstitute of India will resume clinical trials of #AstraZeneca's #Covidvaccine candidate after getting the pe… https://t.co/aUh2m43vCn",2020-09-13
"5748","13-09-2020 01:25","Toronto, Ontario","Patient who prompted vaccine trial pause developed severe neurological symptoms https://t.co/IErV90OH8e  #vaxxed #scam #covidvaccine #toxic",2020-09-13
"5749","13-09-2020 00:46","Taupo District, New Zealand","The Covid-19 vaccine gamble: where bets have been placed and why #CovidVaccine  https://t.co/U24mU0fCIp",2020-09-13
"5750","12-09-2020 23:39","London, England","This is how deep the fraud with the #CovidVaccine goes! They are using the meningitis vaccine instead of saline as… https://t.co/0uxkbvY6Ix",2020-09-12
"5751","12-09-2020 23:20","Vancouver 溫哥華, Canada 加拿大 🇨🇦","AstraZeneca resumes COVID-19 vaccine trial after U.K. green light  https://t.co/ZhMMr3dvUD #COVID19 #COVID_19 #COVIDVaccine",2020-09-12
"5752","12-09-2020 23:08","US","Covid-19 Vaccine: Oxford University to Resume Trial after Pause #COVID19, #CovidVaccine, #coronavirusuk   
https://t.co/uOveNM694Y",2020-09-12
"5753","12-09-2020 22:05","Sydney, Australia","The Oxford #vaccine trial at the centre of safety concerns this week highlights the idea that people’s immune syste… https://t.co/GMUF2w2Dau",2020-09-12
"5754","12-09-2020 21:06","Southwest","The #CCP is forcing people! A drugmaker in China has given experimental Covid-19 vaccines to hundreds of thousands… https://t.co/Dk5rj7n3dd",2020-09-12
"5755","12-09-2020 20:52","Virginia (USA)","From a friend's facebook wall #coronavirus #pandemic #vaccinedevelopment #COVID19 #CovidVaccine https://t.co/ehZzZvWEIS",2020-09-12
"5756","12-09-2020 20:32","London, England","An interesting interview with Dr Mohammad Iqbal Adil on The Richie Allen Show September 10th 2020 regarding the unl… https://t.co/18TshwC49W",2020-09-12
"5757","12-09-2020 20:23","Edinburgh, Scotland","Erins Own got rid of SARS in 2020 #CovidVaccine in the bag now surely! #GAANOW #GAABEO @CoOpSuperstores… https://t.co/WqCzCLvHbx",2020-09-12
"5758","12-09-2020 20:19","Washington, DC","As many of us feared, we have a lot of work to do to build trust in an eventual COVID-19 vaccine... politicizing li… https://t.co/bKGADbws4n",2020-09-12
"5759","12-09-2020 20:00","San Francisco, CA | Washington DC","We asked Americans what they would do if a #CovidVaccine was approved before Election Day and made freely available… https://t.co/aHoObtwjSo",2020-09-12
"5760","12-09-2020 18:51","Pune, India","Resumed Resumed Resumed!
#vaccine #CovidVaccine #TRIAL Keep #CALM,be #honest &amp; I #Pray with folded #hand to #God fo… https://t.co/AUFoIA9NAB",2020-09-12
"5761","12-09-2020 18:43","New Hampshire, USA","Ya. No thanks. #CovidVaccine https://t.co/yzsd1hzS1T",2020-09-12
"5762","12-09-2020 18:22","Canada","Great news! #CovidVaccine https://t.co/VfyIoQOdXb",2020-09-12
"5763","12-09-2020 18:00","Jammu ","Lets all pray ,that COVID 19 vaccine may complete its trials soon and uski bhi sarkari Naukri lag jaye !
#COVIDー19 #CovidVaccine",2020-09-12
"5764","12-09-2020 17:49","Cochin, India","You can prevent covid https://t.co/BtIidy9ASL
The mask . An exclusive shop which sell accessories for preventing co… https://t.co/wuVJeXZjxP",2020-09-12
"5765","12-09-2020 17:48","Gujarat, India","Covid Update: #AstraZeneca #Oxford resumes Corona Virus Trials again in UK,on after being suspended for an urgent i… https://t.co/BLM966bPd8",2020-09-12
"5766","12-09-2020 17:43","DC + Silicon Valley + LA","The third phase of a trial of an Oxford University-led coronavirus vaccine is to resume after a short pause when a… https://t.co/FflvwBPEFg",2020-09-12
"5767","12-09-2020 17:40","London","Dear Twitter friends, for the sake of our CHILDREN, PLEASE sign this PETITION and share 🙏🙏🙏... #COVID19 #CovidVaccine #NoNewNormal",2020-09-12
"5768","12-09-2020 17:37","India","@adarpoonawalla @SerumInstIndia @UniofOxford Thanks for your efforts with the #CovidVaccine as well as the… https://t.co/Mdi24X3AKv",2020-09-12
"5769","12-09-2020 17:04","India","The recent chain of events are a clear example why we should not bias the process: 
Adar Poonawalla (… https://t.co/VyeyDv0WzN",2020-09-12
"5770","12-09-2020 16:47","Portugal","A) #COVID: 90% survival rate
#covidvaccine: 1)There isn’t any vaccine that finished the Treatment Phase3
2) will be… https://t.co/CYC3TOd4ic",2020-09-12
"5771","12-09-2020 16:41","RNA World","#covidvaccine lots of x-currents this weekend. AZ resumes, $BNTX $PFE expands

Broad trial participation seems to b… https://t.co/yUDc9mClKN",2020-09-12
"5772","12-09-2020 16:40","New Delhi, India","Meanwhile #AstraZeneca has resumed #CovidVaccine trials in UK. Fingers crossed",2020-09-12
"5773","12-09-2020 16:39","RNA World","$BNTX $PFE upsizing #covidvaccine phase III from 30k to 44k. Why?

https://t.co/dB7ONLJGKb

$NVAX $MRNA",2020-09-12
"5774","12-09-2020 16:38","San Francisco, CA | Washington DC","STAT OF THE WEEK: 62% worry that political pressure from the Trump administration will lead the FDA to rush to appr… https://t.co/BEcXQ4kZq0",2020-09-12
"5775","12-09-2020 16:36","Window Seat","#AstraZeneca has resumed #CovidVaccine trials in UK. 

Meanwhile world : Bhai 100-200 Jyada le le bss vaccine bana de.",2020-09-12
"5776","12-09-2020 16:25","New Delhi, India","Meanwhile #AstraZeneca has resumed #CovidVaccine trials in UK. Fingers crossed",2020-09-12
"5777","12-09-2020 16:19","Lisboa, Portugal","A) #COVID: 90% survival rate
#covidvaccine: 1)There isn’t any vaccine that finished the Treatment Phase3
2) will be… https://t.co/lDvcehbGZG",2020-09-12
"5778","12-09-2020 16:10","Kolkata, West Bengal","Oxford Vaccine trials resume in UK days after pause over volunteer's illness | Indiablooms - First Portal on Digita… https://t.co/O93khH6d1k",2020-09-12
"5779","12-09-2020 16:06","Portugal","A) #COVID: 90% survival rate
#covidvaccine: 1)There isn’t any vaccine that finished the Treatment Phase3
2) will be… https://t.co/L4qhRNNKKc",2020-09-12
"5780","12-09-2020 15:49","India","Oxford Vaccine trials resume in UK days after pause over volunteer's illness | Indiablooms - First Portal on Digita… https://t.co/Dmj2mb6qcz",2020-09-12
"5781","12-09-2020 15:38","Bhubaneswar, Odisha","#AstraZeneca resumes #Covidvaccine trials in #UK https://t.co/PTWOSYCzxn",2020-09-12
"5782","12-09-2020 15:33","New Delhi","#DCGI Direct Serum Institute To Pause Vaccine Trail Recruitment

#COVID19 #COVIDVaccine

https://t.co/Mtl9kk78BZ",2020-09-12
"5783","12-09-2020 15:14","Portugal","@wdSeaidDSgniCwN @MoamenZakaria @US_FDA @SteveFDA @realDonaldTrump @POTUS @EMA_News @EU_Commission @SKyriakidesEU… https://t.co/dzTg8hOWb8",2020-09-12
"5784","12-09-2020 15:13","Portugal","@falomirtorres @realDonaldTrump @POTUS @SecAzar @SteveFDA @US_FDA @BrainstormCell @Cylebo @david_setboun… https://t.co/yeqqJJwlxY",2020-09-12
"5785","12-09-2020 15:13","Portugal","@YolandaDn44 @realDonaldTrump @POTUS @SecAzar @SteveFDA @US_FDA @BrainstormCell @Cylebo @david_setboun… https://t.co/hO2KuQHjYU",2020-09-12
"5786","12-09-2020 15:13","Portugal","@YolandaDn44 @realDonaldTrump @POTUS @SecAzar @SteveFDA @US_FDA @BrainstormCell @Cylebo @david_setboun… https://t.co/kBiVhYWcq5",2020-09-12
"5787","12-09-2020 15:12","Portugal","@YolandaDn44 @EMA_News @EU_Commission @vonderleyen @Europarl_EN @EU_Health @SKyriakidesEU @BrainstormCell @Cylebo… https://t.co/LMdGGQOjCA",2020-09-12
"5788","12-09-2020 15:12","Portugal","@falomirtorres @EMA_News @EU_Commission @vonderleyen @Europarl_EN @EU_Health @SKyriakidesEU @BrainstormCell @Cylebo… https://t.co/ULZhFUSeVG",2020-09-12
"5789","12-09-2020 15:12","Portugal","@almuza76 @EMA_News @EU_Commission @vonderleyen @Europarl_EN @EU_Health @SKyriakidesEU @BrainstormCell @Cylebo… https://t.co/sjuliLqsI7",2020-09-12
"5790","12-09-2020 15:12","Portugal","@marirussomando @EMA_News @EU_Commission @vonderleyen @Europarl_EN @EU_Health @SKyriakidesEU @BrainstormCell… https://t.co/M5CTBvQyIP",2020-09-12
"5791","12-09-2020 15:11","Portugal","@vonderleyen @JanezLenarcic @EMA_News @EU_Commission @Europarl_EN @EU_Health @SKyriakidesEU @BrainstormCell @Cylebo… https://t.co/t1Y2j0zMfl",2020-09-12
"5792","12-09-2020 15:06","Boston/Cambridge/NYC/San Fran","We think it's very likely that a #CovidVaccine will be rolled out in late October, at Trump’s behest, whether or no… https://t.co/uYVcVcvLSq",2020-09-12
"5793","12-09-2020 14:52","Mumbai","Bharat Biotech announced that its potential COVID-19 vaccine -- Covaxin -- was found to generate robust immune resp… https://t.co/D9SWQ6WYaK",2020-09-12
"5794","12-09-2020 14:47","India","@Sunshin53635418 @BrainandMoney #Astra Zeneca to resume the trial of #covidvaccine.
Source : Bloomberg",2020-09-12
"5795","12-09-2020 14:44","India","Check COVID Vaccine Update Here #Covid19UK #COVIDー19 #CoronavirusVaccine #COVIDvaccine

https://t.co/PVgTmbi3vd",2020-09-12
"5796","12-09-2020 14:42","India","@Mitesh_Engr #Astra Zeneca to resume the trial of #covidvaccine.
Source : Bloomberg",2020-09-12
"5797","12-09-2020 14:39","India","@AngelBrokingLtd                                        #Astra Zeneca to resume the trial of #covidvaccine.
Source : Bloomberg",2020-09-12
"5798","12-09-2020 14:33","Brighton, UK","Whilst nearly all the noise is about a vaccine, here’s some interesting developments for a treatment/non-vaccine pr… https://t.co/gcV1kPRAac",2020-09-12
"5799","12-09-2020 14:28","Virginia, USA","@BCOOL333 @janellebowen #DrFauci is my litmus test on a #CovidVaccine 
I will follow his recommendation",2020-09-12
"5800","12-09-2020 14:15","Mumbai","Positive news on #CovidVaccine 

https://t.co/nThED2sffj",2020-09-12
"5801","12-09-2020 14:13","Mumbai","The trials are back on. #CovidVaccine https://t.co/mmkWTzS7i8",2020-09-12
"5802","12-09-2020 14:11","India","#Astra Zeneca to resume the trial of #covidvaccine.
Source : Bloomberg",2020-09-12
"5803","12-09-2020 14:04","Chennai","Clinical trials for the #AstraZeneca Oxford #COVIDVaccine, have resumed in the UK following confirmation by the Med… https://t.co/liwJ7fL18g",2020-09-12
"5804","12-09-2020 14:02","Begusarai, India","GOOD NEWS
Clinical trials for ASTRA ZENECA-OXFORD COVID VACCINE have resumed in BRITAIN, after it was put on hold w… https://t.co/yIcWFhPSru",2020-09-12
"5805","12-09-2020 14:01","India","#BREAKING: Clinical trials for the #AstraZeneca Oxford #COVIDVaccine, have resumed in the UK following confirmation… https://t.co/mx8YDeq4EJ",2020-09-12
"5806","12-09-2020 14:01","Chandigarh","#Astrazeneca says trials of #COVIDvaccine resuming https://t.co/6kyNmA0nsT",2020-09-12
"5807","12-09-2020 14:00","Igualada, España","A) #COVID: 90% survival rate
#covidvaccine: 1)There isn’t any vaccine that finished the Treatment Phase3
2) will be… https://t.co/fDtE5ARpmp",2020-09-12
"5808","12-09-2020 13:55","Kanpur","#BREAKING #CovidVaccine 

#AstraZeneca resumes #Covid-19 vaccine trial after UK's Green Signal..... AFP",2020-09-12
"5809","12-09-2020 13:50","Mumbai, India","And we are back on #Covidvaccine  #Astrazenca trials resume in UK. https://t.co/KkVgLbgKBQ",2020-09-12
"5810","12-09-2020 13:45","INDIA ","BIG BREAKING: #Oxford University to Resume #UK Trial of #AstraZeneca Vaccine
@AnilSinghvi_ @deepdbhandari… https://t.co/GwEyQICvNN",2020-09-12
"5811","12-09-2020 13:45","StocksLand 💶💵💷","$AZN 💉 #AstraZeneca #coronavirus vaccine clinical trials resume in U.K. after pause over safety concerns.… https://t.co/QRDPIVjx65",2020-09-12
"5812","12-09-2020 13:44","Mumbai, India","Oxford to Resume Trial of AstraZeneca Vaccine #oxfordvaccine #AstraZeneca #CovidVaccine #vaccine  https://t.co/OMRmTn1DVl",2020-09-12
"5813","12-09-2020 13:40","New Delhi, India","Fingers crossed, India with most numbers per day, needs the vaccine badly🤞🏻#CovidVaccine 
https://t.co/P01K0toeHG",2020-09-12
"5814","12-09-2020 13:06","Delhi, India","#CovidVaccine 

When will a vaccine be ready for Covid 19 https://t.co/QGzEsrnFLX",2020-09-12
"5815","12-09-2020 12:56","Portugal","A) #COVID: 90% survival rate
#covidvaccine: 1)There isn’t any vaccine that finished the Treatment Phase3
2) will be… https://t.co/iybh6mEP8W",2020-09-12
"5816","12-09-2020 12:53","Portugal","@Europarl_EN Please ask
A) #COVID: 90% survival rate
#covidvaccine: 1)There isn’t any vaccine that finished the Tre… https://t.co/dVNc3LpppB",2020-09-12
"5817","12-09-2020 12:51","BENGALURU","#ClinicalTrials for first #NasalSpray #COVIDvaccine soon

#China has approved clinical trials for the first naval s… https://t.co/sxlGnbRjqz",2020-09-12
"5818","12-09-2020 12:47","Portugal","@EU_Commission @vonderleyen A) #COVID: 90% survival rate
#covidvaccine: 1)There isn’t any vaccine that finished the… https://t.co/Oe7jJIftEK",2020-09-12
"5819","12-09-2020 12:39","Portugal","@SKyriakidesEU @EU_Health @vonderleyen @DrTedros A) #COVID: 90% survival rate
#covidvaccine: 1)There isn’t any vacc… https://t.co/zElxB3qkT5",2020-09-12
"5820","12-09-2020 12:17","Evansville, IN","@cspanwj Kids have to be vaccinated for a variety of diseases to attend school. Waivers are offered when needed.Why… https://t.co/SzCLP4B1kf",2020-09-12
"5821","12-09-2020 11:52","Melbourne, Australia","@ChildrensHD @LotusOak2 They seriously can't get the #CovidVaccine wrong else their whole facade shall be revealed.",2020-09-12
"5822","12-09-2020 11:48","Constellation du Cygne","#covidvaccine #vaccine #VaccinObligatoire #Bigpharma #AstraZeneca #covid19 covid19 #PsyOp https://t.co/N2e22Pqlwo",2020-09-12
"5823","12-09-2020 11:29","Ranchi","How far are we from getting a Covid-19 vaccine?

#covidvaccine https://t.co/TqON4kUxSk",2020-09-12
"5824","12-09-2020 11:18","Kerala, IN","SII asked to submit approvals from DSMB India &amp; UK to resume vax trial
https://t.co/zbBxAD3RIG

#CovidVaccine… https://t.co/TbskKjUMjX",2020-09-12
"5825","12-09-2020 11:06","United States","They’ve taken the risk.... but can their data be trusted?#COVID19 #CovidVaccine #ChinaVirus  https://t.co/DODNWeBepx",2020-09-12
"5826","12-09-2020 09:42","Nepal","I repeat my tweet few days back with dr.Tedros quote.Nation must have good #COVIDー19 #vaccines protocol soon. Moreo… https://t.co/yj0XC8PT1C",2020-09-12
"5827","12-09-2020 09:15","India","Ever wonder about the status of the drug repurposing against #COVID19 ? Not in news highlights for sometimes. I won… https://t.co/cSwwH6lCRu",2020-09-12
"5828","12-09-2020 09:03","London, England","A good read to understand Covid19 vaccine story so far and what happens next. IMHO, whether WHO has got the vaccine… https://t.co/puvEWxkM88",2020-09-12
"5829","12-09-2020 08:26","India","In India, the vaccine should be tested on politicians first. If they survive, the vaccine is safe. If they don't, t… https://t.co/61FCCLMbsW",2020-09-12
"5830","12-09-2020 08:02","Nagpur, India","Drugs Controller General of India (DCGI) has directed Serum Institute of India to suspend till further orders new r… https://t.co/1wSfhbtG9m",2020-09-12
"5831","12-09-2020 07:21","Chino Hills, CA","Here’s how the #COVID19 #CovidVaccine should be distributed: https://t.co/PiYFHN2Ju3",2020-09-12
"5832","12-09-2020 06:59","New South Wales, Australia","#CovidVaccine 👇🏿👇🏿👇🏿Don't jump to conclusions about the Oxford vaccine trial suspension | Coronavirus outbreak | Th… https://t.co/sCQKT5Y98H",2020-09-12
"5833","12-09-2020 06:32","RNA World",".@jimcramer wanted to enrol in $MRNA trial, but AZ/Oxford event has given him 'cold feet'.

Gives me pause abt how… https://t.co/RlWJhvsNuQ",2020-09-12
"5834","12-09-2020 06:13","Guwahati, India","@IATA to distribute COVID vaccines across the globe.
@MoHFW_INDIA
@WHO
@FinMinIndia
@narendramodi
#COVID19India… https://t.co/gNvKmTjGvP",2020-09-12
"5835","12-09-2020 05:50","Chandigarh, India","Animal Trials of Coronavirus Vaccine Covaxin Have Been Successful, Announces Bharat Biotech https://t.co/17fB43IVFP

#CovidVaccine",2020-09-12
"5836","12-09-2020 05:11","Guwahati, India","Serum Institute instructed to pause COVID vaccine trial recruitment.
@SerumInstIndia
@AstraZeneca
@adarpoonawalla… https://t.co/0morvCtOQm",2020-09-12
"5837","12-09-2020 05:00","Qatar","Read today's edition of The Peninsula (September 12) for latest updates on #Qatar #Sudan #COVID19 #MiddleEast… https://t.co/9K4tTquujn",2020-09-12
"5838","12-09-2020 04:58","Longview, TX","'The #SystemWorks': #Fauci assures #trials will #find a #safe #CoronavirusVaccine https://t.co/gJ7xSZECnQ via… https://t.co/fvXG8vlgzz",2020-09-12
"5839","12-09-2020 04:39","New York, NY","Deep dive into the #CovidVaccine race and the #DMSB with #PaulOffit. Worth the read.

@Laurie_Garrett @maddow… https://t.co/7vpo5pHPan",2020-09-12
"5840","12-09-2020 04:10","Mumbai, India","Serum Institute stops new recruitment of volunteers as vaccine trial is suspended. #COVID19 #CovidVaccine… https://t.co/APYLSwWa6y",2020-09-12
"5841","12-09-2020 03:42","Guwahati, India","#NATIONAL | Serum Institute Pauses COVID Vaccine Trials  
#COVID19India #CoronavirusOutbreak #COVIDVaccine… https://t.co/d2z5wgdflP",2020-09-12
"5842","12-09-2020 03:14","Sultanpur, New Delhi","India's drug regulator has directed Serum Institute of India to suspend recruitment of new volunteers for phase 2 a… https://t.co/g1a3NFbr0T",2020-09-12
"5843","12-09-2020 03:07","Washington, DC| California","If the US wants phases of reopening to continue - YOUR BEHAVIOR  will influence the outcome.   Fauci warns US needs… https://t.co/wO7gUTNkGD",2020-09-12
"5844","12-09-2020 02:48","USA","Pfizer #CovidVaccine may be ready by end of October if every goes well and no glitches.  https://t.co/xHxWey2nAR",2020-09-12
"5845","12-09-2020 02:48","India","DCGI orders Serum Institute of India to suspend recruitment for Oxford COVID-19 vaccine trials 

#vaccine #DCGI… https://t.co/DZZeq6G0d9",2020-09-12
"5846","12-09-2020 02:06","Venice, CA & Lahaina, HI","@ABC @jimrockfordatSH This is why Vaxart has the answer with their covid pill vaccine @realDonaldTrump #Warpspeed #vaxart #CovidVaccine",2020-09-12
"5847","12-09-2020 02:04","Global","Pls abort psycho cheapo projects like nanochip implant through covid vaccine and brainwave scan #nanochip… https://t.co/DpKSUnqtrX",2020-09-12
"5848","12-09-2020 01:49","Melbourne, Australia","That means YOU @AustGovernment @ScottMorrisonMP 
#AstraZeneca's #CovidVaccine has already been shown to be dangerou… https://t.co/c6lcosRL50",2020-09-12
"5849","12-09-2020 01:21","Bhubaneshwar, India","Russia releases first batch of #COVID19 vaccine 'Sputnik V' for public circulation

#CoronavirusVaccine… https://t.co/Jccwi4VV1t",2020-09-12
"5850","12-09-2020 01:04","Palai, Kottayam, Kerala, India","The halt on #AstraZeneca #vaccine for #coronavirus serves as a wake-up call!
However, it should not discourage rese… https://t.co/Hkoaaa2bqB",2020-09-12
"5851","12-09-2020 00:59","Nowhere ","The Hoax Covid19 PR machines in Overdrive! WakeUp! 
#StopTheMadness 
#CoronavirusVaccine 
#stop5g 
#COVID19Vic… https://t.co/R9VTnxauxg",2020-09-12
"5852","12-09-2020 00:41","Chicago, Illinois","To everyone out there, this will give you an idea of the scale needed to get a #COVID19 vaccine into the market pla… https://t.co/TuT3X219In",2020-09-12
"5853","12-09-2020 00:07","australia","@SarlinPeggy No one should take a vaccine which the manufacturers have no faith in the safety of 
#CovidVaccine",2020-09-12
"5854","11-09-2020 23:50","australia","The pharmaceuticals don’t trust their own vaccines safety so why should I?
https://t.co/gKCofXanyB

No to… https://t.co/VRcx2XmQ4J",2020-09-11
"5855","11-09-2020 23:46","Poona","@theworldindex If this be true, India ranks 3rd in the stupidity scale

Great, we only have 2 competitors for the t… https://t.co/ZMkOYZIVNp",2020-09-11
"5856","11-09-2020 23:38","NCL / TEES","Reason number 100 that the government are hiding things from the UK public. https://t.co/tzggCWa52o - Only got unti… https://t.co/uWksBb9a73",2020-09-11
"5857","11-09-2020 22:32","United States","This week on ASP: @RepVanTaylor on the Post Office, @TomColeOK04 on congressional proxy voting, @RepKimSchrier on… https://t.co/FPHCRYuP47",2020-09-11
"5858","11-09-2020 22:24","USA ","10. If you can agree,that this #NewNormal is more that a virus health measure,and called the 'Great Reset' to chang… https://t.co/HJ3JN4TxOG",2020-09-11
"5859","11-09-2020 22:20","Atlanta","Coronavirus vaccine: How the approval process works via @abcnews #COVID-19 #Coronavirus #COVIDVaccine… https://t.co/sIv6RIeI3U",2020-09-11
"5860","11-09-2020 22:20","Eastern Pennsylvania ","These fast-tracked vaccines should scare everyone, regardless of their political views. #CovidVaccine
https://t.co/qZlX7BRq1y",2020-09-11
"5861","11-09-2020 22:10","Miami, FL","Say NO to the vaccine! #CovidVaccine https://t.co/Eigjm8OOZD",2020-09-11
"5862","11-09-2020 22:08","Los Angeles,Ca","Thank You!!! https://t.co/OQN43Xwm61 via @YouTube c

#vaccine #VaccineSafety #Insights #CovidVaccine",2020-09-11
"5863","11-09-2020 22:02","RNA World","$BNTX only reason for them to try+develop early-stage BNT162b3 is hoping it would require lower doses than the 30ug… https://t.co/QTkUBqodAG",2020-09-11
"5864","11-09-2020 21:59","San Francisco, CA","An excellent summary about #COVID19 and #Immunity #CovidVaccine 
COVID-19 and the Path to Immunity… https://t.co/rtp5LBjs6A",2020-09-11
"5865","11-09-2020 21:46","London born","Surely the same goes for UK's @MattHancock for any rushed vaccine without a licence, as he wants to do, to satisfy… https://t.co/DlS9CZcMQF",2020-09-11
"5866","11-09-2020 21:36","San Francisco, CA","Public trust does not move at #warpspeed #CovidVaccine https://t.co/u8C4ED95fN",2020-09-11
"5867","11-09-2020 21:30","NJ","@helenecooper taking one for the team. NYT reporter volunteered for vaccine trial to ensure it is safe for people (… https://t.co/rleipPWfwi",2020-09-11
"5868","11-09-2020 21:30","Boston, MA","#Vaccine Challenges @harvardmed 
To confront #COVID-19, U.S. needs to improve existing #VaccinationRates… https://t.co/AaV0C9Xt4G",2020-09-11
"5869","11-09-2020 21:22","Toronto, Ontario","Apparently, some Italian scientists are skeptical about the reliability of the data presented in the early-stage tr… https://t.co/jNP5YeL3W0",2020-09-11
"5870","11-09-2020 21:09","United Kingdom","@davidgsumner @NicolaSturgeon @NHSScotland True, but with enough uptake the workload on T&amp;P will be significantly r… https://t.co/SB7JMv0YL6",2020-09-11
"5871","11-09-2020 20:55","Perth, Western Australia 🇦🇺","@BrookingsInst Robert Litan's suggestion govt should pay folks to take a COVID vax is loony tunes in the extreme. S… https://t.co/C8nfSGCGEU",2020-09-11
"5872","11-09-2020 20:24","Between Heaven and Hell","Let's talk vaccines...

#COVID19 
#COVID
#CovidVaccine https://t.co/MG8AxP3IuK",2020-09-11
"5873","11-09-2020 20:07","United Kingdom","So the plan is to roll out UNLICENSED vaccines after we leave the EU, but if it all goes wrong you won’t be able to… https://t.co/4iVkdNq5q1",2020-09-11
"5874","11-09-2020 19:43","San Francisco, CA","This is bad science and bad morals. #CovidVaccine https://t.co/GGYQ1YiJ1x",2020-09-11
"5875","11-09-2020 19:10","101 Hyde Street, San Francisco","#America please take the #PledgeOfAllegiance &amp; vote for the only adult who CAN put 2020/2021 on a time-out.… https://t.co/1N6OoobMIJ",2020-09-11
"5876","11-09-2020 18:11","Chicago IL","$MNOV is Advancing Development of COVID-19 Vaccine #covidvaccine #vaccinations - https://t.co/ntDIVe1Xp0 https://t.co/Zi0da60oXb",2020-09-11
"5877","11-09-2020 18:10","Nairobi, Kenya","@KEMRI_Wellcome Congratulations, now join the #CovidVaccine search team... 🤔",2020-09-11
"5878","11-09-2020 17:47","Bosna i Hercegovina","FBiH Government approves an agreement on the procurement of COVID vaccines 
#FBiHGovernment #COVID19 #CovidVaccine 
https://t.co/5zKCRXgqk5",2020-09-11
"5879","11-09-2020 16:49","Chennai, India","#COVID #vaccine through nasal spray? #Government approves trials... #COVID19 #COVIDVaccine #China #coronavirus… https://t.co/ryqWkX8tDU",2020-09-11
"5880","11-09-2020 16:45","Visakhapatnam","#BharatBiotech Successfully completed their test on Animals with great results ! 

Next Destination ——&gt; Humans… https://t.co/YVlpXdc9e2",2020-09-11
"5881","11-09-2020 16:13","Ahmadabad City, India","Corona vaccine must be tested on the politicians first. If they survive , vaccine is safe. And if they die , whole… https://t.co/YPHuDBKBZy",2020-09-11
